yildiz,Kategori,oyuncular,yonetmen
9.1,Aksiyon ,"Hae-jin Yoo, Jun-yeol Ryu, Kazuki Kitamura, Woo-jin Jo",Shin-yeon Won
6.3,Savaş ,"Ciaron Davies, Dennis Farrin, Derek Nelson, Mark Homer",Andrew Jones
8.0,Bilim Kurgu ,"Godfrey Gao, Han Lu, Qi Shu, Vincent Matile",Hua-Tao Teng
8.8,Aksiyon ,"Alban Lenoir, David Murgia, Olga Kurylenko, Sébastien Lalanne",Fred Grivois
9.1,Biyografi ,"Joel Edgerton, Sean Harris, Timothée Chalamet, Tom Fisher",David Michôd
9.2,Aksiyon ,"Kanna Hashimoto, Kento Yamazaki, Masami Nagasawa, Ryô Yoshizawa",Shinsuke Sato
9.3,Aksiyon ,"Luke Bracey, Mojean Aria, Richard Roxburgh, Travis Fimmel",Kriv Stenders
8.3,Savaş ,"Adam Munro, Gin Fedotov, Kirsten Wendlandt, Michael Dodge",Aaron Kurmey
9.7,Biyografi ,"Hideaki Anno, Hidetoshi Nishijima, Masahiko Nishimura, Miori Takimoto",Hayao Miyazaki
8.3,Dram ,"Bryan Cranston, J. Quinton Johnson, Laurence Fishburne, Steve Carell",Richard Linklater
8.3,Aksiyon ,"Chao Deng, Li Sun, Qianyuan Wang, Ryan Zheng",Yimou Zhang
8.3,Dram ,"Billy Bob Thornton, Dennis Quaid, Emilio Echevarría, Jason Patric",John Lee Hancock
7.8,Dram ,"Kefayat Lag Humani, Mohammad Mosam, Naqibullah Khan Shinwari, Sam Smith",Benjamin Gilmour
8.3,Aksiyon ,"Lily Rabe, Max Martini, Omari Hardwick, Robert Patrick",Max Martini
9.2,Bilim Kurgu ,"Kate Beckinsale, Lara Pulver, Theo James, Tobias Menzies",Anna Foerster
8.8,Bilim Kurgu ,"Doug Jones, John Alexander, Ron Perlman, Selma Blair",Guillermo del Toro
9.5,Biyografi ,"Clémence Poésy, Ed Harris, Edgar Ramírez, Jesse Eisenberg",Jonathan Jakubowicz
9.3,Aksiyon ,"Chris Pine, Connie Nielsen, Gal Gadot, Robin Wright",Patty Jenkins
9.2,Dram ,"Benjamin Green, Kirk Acevedo, Penelope Allen, Simon Billig",Terrence Malick
9.3,Dram ,"Colin Firth, Daniel Mays, Dean-Charles Chapman, George MacKay",Sam Mendes
9.0,Aksiyon ,"Billy Connolly, Frances O'Connor, Gerard Butler, Paul Walker",Richard Donner
9.6,Aksiyon ,"Ahu Türkpençe, Caglar Ertugrul, Murat Serezli, Ufuk Bayraktar",Alper Caglar
8.1,Aksiyon ,"Aneurin Barnard, Damien Bonnard, Fionn Whitehead, Lee Armstrong",Christopher Nolan
8.2,Aksiyon ,"Angelina Jolie, Anthony Hopkins, David Bedella, Jessie Kamm",Oliver Stone
8.2,Dram ,"Anthony Mackie, Brian Geraghty, Guy Pearce, Jeremy Renner",Kathryn Bigelow
7.0,Bilim Kurgu ,"Aidan Turner, Caitlin FitzGerald, Ron Livingston, Sam Elliott",Robert D. Krzykowski
8.6,Savaş ,"Gary Grant, Jean-Marc Birkholz, Pawel Delag, Vladimir Epifantsev",Anders Banke
8.8,Dram ,"Doug Jones, Ivana Baquero, Maribel Verdú, Sergi López",Guillermo del Toro
7.8,Dram ,"Ben Kingsley, Hera Hilmar, Peter Serafinowicz, Robert Blythe",Brad Silberling
8.1,Biyografi ,"Daniel Radcliffe, Sam Trammell, Toni Collette, Tracy Letts",Daniel Ragussis
7.9,Aksiyon ,"Killian Coyle, Michael Hough, Richard Coyle, Stuart Graham",Jon Wright
6.5,Aksiyon ,"Donnie Yen, Kelly Chen, Leon Lai, Xiaodong Guo",Siu-Tung Ching
8.6,Aksiyon ,"Anna-Louise Plowman, Charlotte Beaumont, Jean-Claude Van Damme, Joe Flanigan",Ernie Barbarash
9.1,Aksiyon ,"Chun Wu, Donnie Yen, Sammo Kam-Bo Hung, Wei Zhao",Daniel Lee
8.9,Aksiyon ,"Alex Ahlstrom, Anthony Chau-Sang Wong, Donnie Yen, Qi Shu",Andrew Lau Wai-Keung
9.5,Aksiyon ,"Billy Chow, Jet Li, Shinobu Nakayama, Siu-Ho Chin",Gordon Chan
8.8,Aksiyon ,"Antonia Campbell-Hughes, Colin O'Donoghue, Laura Haddock, Noel Clarke",Johannes Roberts
9.0,Aksiyon ,"Christina Vidal, Glenn Jacobs, Michael J. Pagan, Samantha Noble",Gregory Dark
8.7,Aksiyon ,"Bingbing Li, Carina Lau, Chao Deng, Tony Ka Fai Leung",Hark Tsui
9.5,Aksiyon ,"Ariel Winter, David Selby, Michael Emerson, Peter Weller",Jay Oliva
6.6,Aksiyon ,"Jeffrey Ballard, Luke Goss, Michael Eklund, Tyler Johnston",Justin Donnelly
9.2,Aksiyon ,"Nathan Jones, Petchtai Wongkamlao, Tony Jaa, Xing Jin",Prachya Pinkaew
8.8,Aksiyon ,"Hayley Atwell, Plan B, Ray Winstone, Steven Mackintosh",Nick Love
8.1,Aksiyon ,"Caio Blat, Felipe Camargo, João Miguel, Maiarim Kaiabi",Cao Hamburger
7.6,Aksiyon ,"Justin Timberlake, Kevin Spacey, LL Cool J, Morgan Freeman",David J. Burke
8.4,Aksiyon ,"Currie Graham, Fay Masterson, Matthew Settle, Patrik Ersgård",Jack Ersgard
9.3,Aksiyon ,"Anthony Chau-Sang Wong, Feng Shao Feng, Hanyu Zhang, Leon Lai",Daniel Lee
9.5,Aksiyon ,"Angelababy, Bo Huang, Mark Chao, Terri Kwan",Yueh-Hsun Tsai
9.2,Aksiyon ,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden",Pierre Morel
8.9,Aksiyon ,"Devon Aoki, Holly Valance, Jaime Pressly, Sarah Carter",Corey Yuen
8.9,Aksiyon ,"Ken'ichi Matsuyama, Mayumi Wakamura, Rei Kikukawa, Takashi Sorimachi",Shin'ichirô Sawai
8.9,Aksiyon ,"Ji-won Ha, Kyung-gu Sol, Uhm Junghwa, Ye-won Kang",JK Youn
9.8,Aksiyon ,"Famke Janssen, Leland Orser, Liam Neeson, Maggie Grace",Olivier Megaton
7.0,Aksiyon ,"Edward Burns, Jonathan Pryce, Shane West, Ving Rhames",Greg Marcks
9.1,Aksiyon ,"Anastasiya Zavorotnyuk, Oskar Kuchera, Vincent Perez, Vladimir Menshov",Vadim Shmelyov
8.8,Aksiyon ,"Jingchu Zhang, Nicholas Tse, Nick Cheung, Pu Miao",Dante Lam
8.6,Aksiyon ,"Do-won Kwak, Dong-jun Kim, Ji-seob So, Mi-yeon Lee",Sang-yoon Lim
9.3,Aksiyon ,"Danny Trejo, Luke Goss, Tanit Phoenix Copley, Ving Rhames",Roel Reiné
9.5,Aksiyon ,"Greg Germann, Henry Winkler, Kevin James, Salma Hayek",Frank Coraci
9.6,Aksiyon ,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Xavier Samuel",David Slade
9.1,Aksiyon ,"Donnelly Rhodes, Laura Vandervoort, Steve Austin, Walton Goggins",Jeff King
8.2,Aile ,"Daniel Magder, Emma Grabinsky, Janet Kidder, Steve Austin",Anne Wheeler
8.8,Aksiyon ,"Bill Engvall, DJ Qualls, Larry the Cable Guy, Michael Rose",C.B. Harding
9.4,Aksiyon ,"Chris Pine, Reese Witherspoon, Til Schweiger, Tom Hardy",McG
9.2,Aile ,"Anthony Anderson, Christopher Walken, Estella Warren, Jerry O'Connell",David McNally
8.9,Aksiyon ,"Bruce Willis, Josh Duhamel, Rosario Dawson, Vincent D'Onofrio",David Barrett
8.9,Aksiyon ,"Dee Bradley Baker, George Newbern, Pauley Perrette, Robin Atkin Downes",Michael Chang
9.7,Aksiyon ,"Alfred Molina, Jake Andolina, Lily Collins, Taylor Lautner",John Singleton
9.3,Aile ,"Bill Nunn, Bree Turner, Bruce Greenwood, Josh Hutcherson",Todd Holland
9.4,Aksiyon ,"Bruce Lee, Chuck Norris, Nora Miao, Ping Ou Wei",Bruce Lee
7.1,Aksiyon ,"Anne Coesens, Asia Argento, Gérard Depardieu, Olivier Marchal",Gilles Béhat
9.3,Aksiyon ,"James Remar, Robin Shou, Sandra Hess, Talisa Soto",John R. Leonetti
9.2,Aksiyon ,"Andy Garcia, Deborah Kara Unger, Forest Whitaker, Kim Coates",Damian Lee
8.5,Aksiyon ,"Eva Green, Kristin Scott Thomas, Pascal Greggory, Romain Duris",Jean-Paul Salomé
7.9,Aksiyon ,"Craig Archibald, Eric Roberts, Frida Farrell, Kevin Stapleton",Declan O'Brien
6.4,Aksiyon ,"Angelo Salamanca, Jak Wyld, Jim Knobeloch, Serge De Nardo",Stephen Amis
8.9,Aksiyon ,"Bruce Payne, Jeremy Irons, Justin Whalin, Zoe McLellan",Courtney Solomon
8.7,Aksiyon ,"Bruce Payne, Clemency Burton-Hill, Ellie Chidzey, Mark Dymond",Gerry Lively
8.6,Aksiyon ,"Prakash Raj, Salman Khan, Sonakshi Sinha, Vinod Khanna",Arbaaz Khan
9.3,Aile ,"Frank Welker, Grey Griffin, Matthew Lillard, Mindy Cohn",Michael Goguen
8.9,Aksiyon ,"Alastair Mackenzie, Chad Michael Collins, Tom Sizemore, Vinnie Jones",Don Michael Paul
8.9,Aksiyon ,"Andrew Harwood Mills, Monika Miles, Neil Linpow, Stephanie Chapman-Baker",Cosimo Alemà
8.8,Aksiyon ,"Alessandra Negrini, Caco Ciocler, Fernando Alves Pinto, Marat Descartes",Afonso Poyart
5.0,Aksiyon ,"Florian Lukas, Om Puri, Priyanka Chopra, Shah Rukh Khan",Farhan Akhtar
7.0,Aksiyon ,"Alexander Siddig, Joshua Jackson, Marisa Tomei, Oded Fehr",Ruba Nadda
9.0,Aksiyon ,"Ian Robison, Michael Paré, Steve Austin, Steven Seagal",Keoni Waxman
8.5,Aksiyon ,"Debbie Gibson, Jonathan Nation, Lorenzo Lamas, Vic Chao",Jack Perez
8.3,Aksiyon ,"Dolph Lundgren, Jean-Claude Van Damme, Mariah Bonner, Scott Adkins",John Hyams
8.7,Aksiyon ,"Huynh Dong, Khuong Ngoc, Midu, Minh Thuan",Victor Vu
7.8,Aksiyon ,"Elisabeth Röhm, Paul Nicholls, Poppy Lee Friar, Yancy Butler",Don Michael Paul
6.9,Aksiyon ,"Corin Nemec, Gary Stretch, Michael Worth, Vernon Wells",Anthony Fankhauser
8.9,Aksiyon ,"Danny Trejo, Keith Jardine, Serinda Swan, Steve Austin",Terry Miles
9.4,Aksiyon ,"Bill Pullman, Jeff Goldblum, Mary McDonnell, Will Smith",Roland Emmerich
8.6,Aksiyon ,"C. Thomas Howell, Darren Dalton, Lindsey McKeon, Timothy Bottoms",C. Thomas Howell
8.2,Aksiyon ,"Fei Lung, Leo Lee, Ling-Ling Hsieh, Steve Oedekerk",Steve Oedekerk
7.9,Aksiyon ,"Pam Grier, Persia White, Sean Derry, Ving Rhames",Ryan Combs
7.9,Aksiyon ,"Gary Grubbs, Jason London, Lance E. Nichols, Wes Brown",Todor Chapkanov
8.8,Aksiyon ,"Andy Garcia, Deborah Kara Unger, Forest Whitaker, Kim Coates",Damian Lee
8.5,Aksiyon ,"Chang Jung Lim, Dal-su Oh, Daniel Choi, Yun-hie Jo",Hong-seon Kim
8.2,Aksiyon ,"Mathis Landwehr, Mike Möller, Oliver Juhrs, Volkram Zschiesche",Mike Möller
8.5,Aksiyon ,"David Sutcliffe, Erica Cerra, Jon Mack, Mitch Pileggi",Sheldon Wilson
7.4,Aksiyon ,"Bogdan Stupka, Igor Petrenko, Magdalena Mielcarz, Vladimir Vdovichenkov",Vladimir Bortko
8.5,Aksiyon ,"Gyu-Woon Jung, Hee-Bong Byun, Myung-Min Kim, Saeromi Lee",Min-ho Woo
8.4,Aksiyon ,"Bing Shao, Jackie Chan, Jianzhong Zhang, Weixing Yao",Stanley Tong
9.3,Aksiyon ,"Cung Le, Lucy Liu, RZA, Russell Crowe",RZA
7.5,Aksiyon ,"AnnaMaria Demara, Darren Anthony Thomas, Hennely Jimenez, Jaz Martin",Cole S. McKay
8.6,Aksiyon ,"Donnie Yen, Jing Wu, Sammo Kam-Bo Hung, Simon Yam",Wilson Yip
8.6,Aksiyon ,"Anjelica Huston, Clint Eastwood, Jeff Daniels, Wanda De Jesus",Clint Eastwood
8.9,Aksiyon ,"Emile Hirsch, Max Minghella, Olivia Thirlby, Rachael Taylor",Chris Gorak
8.4,Aksiyon ,"Aja Evans, Connor Trinneer, James Kyson, Toni Trucks",Mat King
8.6,Aksiyon ,"Ingrid Bolsø Berdal, Isabel Christine Andreasen, Milla Olin, Tobias Santelmann",Roar Uthaug
9.6,Aksiyon ,"Michelle Rodriguez, Milla Jovovich, Oscar Pearce, Ryan McCluskey",Paul W.S. Anderson
9.2,Aksiyon ,"Eric Mabius, Milla Jovovich, Oded Fehr, Sienna Guillory",Alexander Witt
9.3,Aksiyon ,"Ali Larter, Kim Coates, Milla Jovovich, Wentworth Miller",Paul W.S. Anderson
8.5,Aksiyon ,"Aryana Engineer, Michelle Rodriguez, Milla Jovovich, Sienna Guillory",Paul W.S. Anderson
7.0,Aksiyon ,"David Mackey, Ken Stellingwerf, Lisa Varga, Toni Ann Rossi",Andrzej Mrotek
9.3,Aksiyon ,"Alvaro Manrique, Danny Trejo, Oscar Torre, Steven Bauer",Kenneth Castillo
8.9,Aksiyon ,"Alastair Mackenzie, Chad Michael Collins, Tom Sizemore, Vinnie Jones",Don Michael Paul
8.9,Aksiyon ,"George Clooney, Ice Cube, Mark Wahlberg, Spike Jonze",David O. Russell
8.3,Aksiyon ,"Anouska Bolton Lee, Cassandra Bell, Gary Oldman, Robert Carlyle",Charley Stadler
9.1,Aksiyon ,"Brian Geraghty, Jacob Vargas, Jenna Dewan, Tara Summers",Keith Samples
9.6,Aksiyon ,"Carol 'Do Do' Cheng, Eva Cobo, Jackie Chan, Shôko Ikeda",Jackie Chan
8.7,Aksiyon ,"Ching Chu, Jackie Chan, James Tien, Tao-Liang Tan",John Woo
8.9,Aksiyon ,"Ario Bayu, Kellan Lutz, Mickey Rourke, Verdi Solaiman",Conor Allyn
8.9,Aksiyon ,"Alexia Fast, Amanda Crew, Dustin Milligan, Richard de Klerk",Carl Bessai
8.8,Aksiyon ,"Ashley Bell, Camille Sullivan, Mike 'The Miz' Mizanin, Neal McDonough",Scott Wiper
7.4,Aksiyon ,"Forest Whitaker, Jessica Szohr, Ray Liotta, Stephen Lang",David A. Armstrong
8.9,Aksiyon ,"Alistair Abell, Matthew Wolf, Rick Gomez, Tara Strong",Sam Liu
9.2,Aksiyon ,"Emma Stone, Giovanni Ribisi, Ryan Gosling, Sean Penn",Ruben Fleischer
8.2,Aksiyon ,"Caio Blat, Felipe Camargo, João Miguel, Maiarim Kaiabi",Cao Hamburger
9.1,Aksiyon ,"Andrew Airlie, Mimi Rogers, Robert Moloney, Ryan Kennedy",Steven R. Monroe
8.3,Aksiyon ,"Adam O'Byrne, Carly Pope, Elfina Luk, Marc Menard",Paul Ziller
8.7,Aksiyon ,"Artyom Fadeev, Egor Beroev, Maksim Matveev, Svetlana Ivanova",Dzhanik Fayziev
9.1,Aksiyon ,"John Noble, Matt Bomer, Molly C. Quinn, Stana Katic",James Tucker
8.7,Aksiyon ,"Andrea Osvárt, Ariel Levy, Eli Roth, Natasha Yarovenko",Nicolás López
8.3,Aksiyon ,"Gerald Webb, Jordan Ladd, Michael Teh, Reginald VelJohnson",Liz Adams
8.7,Aksiyon ,"Bertie Higgins, Bianca Malinowski, Robert Thorne, Tom Sizemore",Julian Higgins
8.6,Aksiyon ,"Barry Pepper, Jesse Bradford, Joseph Cross, Ryan Phillippe",Clint Eastwood
8.8,Aksiyon ,"Eric Bauza, Kate Higgins, Matthew Mercer, Norman Reedus",Hiroshi Hamazaki
7.6,Aksiyon ,"Emilie Ullerup, Michael Paré, Nicholas Lea, Ryan Robbins",Paul Ziller
9.8,Aile ,"Dániel Mogács, Fernanda Dorogi, Kriszta Dorogi, Richard Philipps",Andrey Konchalovskiy
7.7,Aksiyon ,"Andy Garcia, Camilla Belle, Colin Egglesfield, Juliette Lewis",Marcio Garcia
9.0,Aksiyon ,"Aphiradi Phawaphutanon, Caroline Ducey, Jon Foo, Michaël Cohen",Jean-Marc Minéo
8.8,Aksiyon ,"Manoj Bajpayee, Nawazuddin Siddiqui, Richa Chadha, Tigmanshu Dhulia",Anurag Kashyap
9.3,Aile ,"Charlie Schlatter, Christopher Corey Smith, Clancy Brown, Troy Baker",Jon Burton
8.7,Aksiyon ,"50 Cent, Forest Whitaker, Malcolm Goodwin, Robert De Niro",Jessy Terrero
7.6,Aksiyon ,"Antoine Basler, Clemens Schick, Harry Treadaway, Perdita Weeks",
8.5,Aksiyon ,"Hayley Atwell, Plan B, Ray Winstone, Steven Mackintosh",Nick Love
7.8,Aksiyon ,"Aleksandr Baluev, Igor Petrenko, Lyubov Tolkalina, Vladimir Vdovichenkov",Konstantin Maksimov
7.7,Aksiyon ,"Ario Bayu, Les Loveday, Miki Mizuno, Sam Hazeldine",Steven Sheil
9.1,Aksiyon ,"David Matranga, David Wald, Justin Doran, Luci Christian",Shinji Aramaki
8.2,Aksiyon ,"Alexandra Dowling, Charlie Bewley, Clive Standen, James Cosmo",Farren Blackburn
8.7,Aksiyon ,"Edward Furlong, Gralen Bryant Banks, Megan Adelle, Paul Boocock",Griff Furst
8.9,Aksiyon ,"Colin Farrell, Dominic Cooper, Noomi Rapace, Terrence Howard",Niels Arden Oplev
8.9,Aksiyon ,"Guy A. Lepage, Maxim Roy, Rachid Badouri, Serge Dupire",Yves Simoneau
9.7,Aksiyon ,"Alexander Siddig, Joshua Jackson, Marisa Tomei, Oded Fehr",Ruba Nadda
8.9,Aksiyon ,"Glenn Morshower, Lou Diamond Phillips, Tom Wright, Yancy Butler",Daniel Millican
8.7,Aksiyon ,"Caroline Williams, Danielle Harris, Kane Hodder, Zach Galligan",BJ McDonnell
8.0,Aksiyon ,"Ben Cross, Ben Kingsley, Frederick-James Koch, Patrick Rutnam",Chandran Rutnam
8.6,Aksiyon ,"Alexandre Steiger, Iabe Lapacas, Malik Zidi, Mathieu Kassovitz",Mathieu Kassovitz
9.2,Aksiyon ,"Jeremy Piven, Josh Bowman, Mike O'Malley, Miley Cyrus",Tom Vaughan
8.7,Aksiyon ,"Jun'ichi Haruta, Masanobu Andô, Sabu Kawahara, Shiang-Chu Tang",Te-Sheng Wei
7.8,Aksiyon ,"David Carradine, Ernest Anthony, Michael Blain-Rozgay, Michael Madsen",Parviz Saghizadeh
8.6,Aksiyon ,"Danny Trejo, Jason Mewes, Nick Nicotera, Samantha Lockwood",Christian Sesma
8.5,Aksiyon ,"Amber Goldfarb, Gang Zhao, Matt Frewer, Tod Fennell",Alain Desrochers
9.1,Aksiyon ,"Anthony Chau-Sang Wong, Barbie Hsu, Shawn Yue, Xiaodong Guo",Soi Cheang
8.8,Aksiyon ,"Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh",Rob Cohen
8.8,Aksiyon ,"Alexa Davalos, Daniel Craig, Jamie Bell, Liev Schreiber",Edward Zwick
8.7,Aksiyon ,"Ho-jin Chun, Seung-woo Cho, Soo Ae, Sophie Broustal",Yong-gyun Kim
7.6,Aksiyon ,"David Schofield, Dougray Scott, Iddo Goldberg, Kara Tointon",Omid Nooshin
9.4,Aksiyon ,"Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp",Timur Bekmambetov
9.3,Aksiyon ,"Chris Pine, Leonard Nimoy, Simon Pegg, Zachary Quinto",J.J. Abrams
8.9,Aksiyon ,"Brian Markinson, Randy Orton, Tom Stevens, Venus Terzo",Roel Reiné
9.5,Aksiyon ,"Josh Duhamel, Megan Fox, Shia LaBeouf, Tyrese Gibson",Michael Bay
9.5,Aksiyon ,"Josh Duhamel, Megan Fox, Shia LaBeouf, Tyrese Gibson",Michael Bay
9.3,Aksiyon ,"Josh Duhamel, Rosie Huntington-Whiteley, Shia LaBeouf, Tyrese Gibson",Michael Bay
8.5,Aksiyon ,"John Savage, Julian Lee, Martin Kove, Min-su Choi",Lawrence Riggins
8.6,Aksiyon ,"David Nibley, Jennifer Klekas, K. Danor Gerald, Matthew Reese",John Lyde
8.4,Aksiyon ,"Jeffrey Dean Morgan, Josie Ho, Miguel Ferrer, Til Schweiger",Hany Abu-Assad
8.7,Aksiyon ,"Chad Ortis, Matt Schroll, Rebecca Neuenswander, Will Fowler",Jonathan M. Dillon
8.8,Aksiyon ,"Ario Bayu, Les Loveday, Miki Mizuno, Sam Hazeldine",Steven Sheil
9.0,Aksiyon ,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",Gary Ross
9.3,Aksiyon ,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck",Dan Bradley
9.1,Aile ,"Eileen Stevens, Jason Griffith, Sarah Natochenny, Vic Mignogna",Kunihiko Yuyama
9.1,Aksiyon ,"Gérard Depardieu, Michelle Yeoh, Mélanie Thierry, Vin Diesel",Mathieu Kassovitz
9.1,Aksiyon ,"Bradley Cooper, Jessica Biel, Liam Neeson, Sharlto Copley",Joe Carnahan
8.8,Aksiyon ,"Eliza Bennett, Lena Headey, Ralph Brown, Wesley Snipes",Josef Rusnak
9.6,Aksiyon ,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea",James McTeigue
9.1,Aksiyon ,"Clive Owen, Ioan Gruffudd, Keira Knightley, Stephen Dillane",Antoine Fuqua
8.6,Aksiyon ,"Alex Arleo, Alex Ball, Alex Carter, Monica Keena",Peter Geiger
8.1,Aksiyon ,"Jung-woo Ha, Seok-jeong Hwang, Sung-ha Jo, Yoon-seok Kim",Hong-jin Na
9.1,Aksiyon ,"Devon Sawa, Neal McDonough, Sarah Butler, Wes Chatham",Jason Connery
8.7,Aksiyon ,"Andrea Riseborough, James McAvoy, Mark Strong, Peter Mullan",Eran Creevy
8.6,Aksiyon ,"Corin Nemec, Gary Stretch, Michael Worth, Vernon Wells",Anthony Fankhauser
8.5,Aksiyon ,"Benjamin Helstad, Kristoffer Joner, Stellan Skarsgård, Trond Nilssen",Marius Holst
8.8,Aksiyon ,"Eddie Peng, Hark-On Fung, Stephen Fung, Xiaochao Yuan",Stephen Fung
8.6,Aksiyon ,"Anna Popplewell, Ayelet Zurer, Enisha Brewster, Thom Green",
9.0,Aksiyon ,"Jet Li, Michelle Chen, Shi Shi Liu, Zhang Wen",Tsz Ming Wong
8.6,Aksiyon ,"Danica McKellar, Kenneth Mitchell, Mike Dopud, Roger Cross",Zach Lipovsky
9.0,Aksiyon ,"Bing Bai, Jay Chou, Nicholas Tse, Peng Lin",Dante Lam
8.8,Aksiyon ,"Laurent Lafitte, Lionel Abelanski, Omar Sy, Sabrina Ouazani",David Charhon
9.2,Aksiyon ,"Benedict Cumberbatch, Chris Pine, Zachary Quinto, Zoe Saldana",J.J. Abrams
9.0,Aksiyon ,"Agata Buzek, Benedict Wong, Jason Statham, Vicky McClure",Steven Knight
8.8,Aksiyon ,"Christian Slater, Jason Momoa, Sung Kang, Sylvester Stallone",Walter Hill
9.0,Aksiyon ,"Dwayne Johnson, Jon Bernthal, Rafi Gavron, Susan Sarandon",Ric Roman Waugh
8.9,Aksiyon ,"Anthony Chau-Sang Wong, Eric Tsang, Gillian Chung, Jordan Chan",Herman Yau
8.0,Aksiyon ,"Kentarô Shimazu, Rina Takeda, Takamasa Suga, Takashi Nishina",Noboru Iguchi
9.1,Aksiyon ,"Aaron Eckhart, Angela Bassett, Gerard Butler, Morgan Freeman",Antoine Fuqua
9.3,Aksiyon ,"Channing Tatum, Jamie Foxx, Jason Clarke, Maggie Gyllenhaal",Roland Emmerich
7.5,Aksiyon ,"Andrés Blanco, Inma Alcántara, Javier Berger, Manuel Bernal",Alberto Rodríguez
8.8,Aksiyon ,"Barak Hardley, Christian Pitre, Kristanna Loken, Matthew Marsden",Henry Saine
8.7,Aksiyon ,"Brian Cox, James Purefoy, Jason Flemyng, Paul Giamatti",Jonathan English
9.2,Aksiyon ,"Diane Kruger, Jake Abel, Max Irons, Saoirse Ronan",Andrew Niccol
8.7,Aksiyon ,"Chris Betts, Richard Brancatisano, Sharni Vinson, Xavier Samuel",Kimble Rendall
8.5,Aksiyon ,"Daniel Sunjata, Jason O'Mara, John Leguizamo, Katherine Heigl",Julie Anne Robinson
9.0,Aksiyon ,"Alice Braga, Jodie Foster, Matt Damon, Sharlto Copley",Neill Blomkamp
8.4,Aksiyon ,"Jean-Claude Van Damme, Linzey Cocker, Orlando Jones, Tom Everett Scott",Peter Hyams
9.0,Aksiyon ,"Jamie Campbell Bower, Jemima West, Lily Collins, Robert Sheehan",Harald Zwart
8.4,Aksiyon ,"Kevin Howarth, Riley Smith, Tanit Phoenix Copley, Wesley Snipes",Andrew Goth
8.6,Aksiyon ,"Andrew Bicknell, Claudia Bassols, Cuba Gooding Jr., Dolph Lundgren",William Kaufman
8.7,Aksiyon ,"Aaron Eckhart, Liana Liberato, Nick Alachiotis, Olga Kurylenko",Philipp Stölzl
8.9,Aksiyon ,"Honglei Sun, Louis Koo, Michelle Ye, Yi Huang",Johnnie To
9.1,Aksiyon ,"Anthony Hopkins, Bruce Willis, Helen Mirren, John Malkovich",Dean Parisot
8.9,Aksiyon ,"Anatoliy Belyy, Anfisa Vistingauzen, Sergey Puskepalis, Svetlana Khodchenkova",Anton Megerdichev
8.6,Aksiyon ,"Hrithik Roshan, Kangana Ranaut, Priyanka Chopra, Vivek Oberoi",Rakesh Roshan
8.4,Aksiyon ,"Bill Paxton, Charlotte Sullivan, Kevin Zegers, Laurence Fishburne",Jeff Renfroe
8.0,Aksiyon ,"Bjørn Sundquist, Nicolai Cleve Broch, Pål Sverre Hagen, Sofia Helin",Mikkel Brænne Sandemose
8.9,Aksiyon ,"Andy On, Donnie Yen, Ronald Cheng, Tian Jing",Clarence Yiu-leung Fok
8.5,Aksiyon ,"Cassandra Scerbo, Ian Ziering, John Heard, Tara Reid",Anthony C. Ferrante
8.8,Aksiyon ,"Caroline Tillette, Danny Midwinter, Luke Goss, Stephen Marcus",Perry Bhandal
8.6,Aksiyon ,"Cole Hauser, David Del Rio, Luke Goss, Nestor Carbonell",R. Ellis Frazier
8.6,Aksiyon ,"Armand Assante, Cathy Moriarty, Ice-T, William DeMeo",Paul Borghese
8.1,Aksiyon ,"John Cusack, Liam Cunningham, Malin Akerman, Richard Brake",Kasper Barfoed
8.6,Aksiyon ,"Dolph Lundgren, Eric Keenleyside, Mike Dopud, Steve Austin",Jesse V. Johnson
9.1,Aksiyon ,"Andre Royo, Cuba Gooding Jr., David Oyelowo, Gerald McRaney",Anthony Hemingway
9.2,Aksiyon ,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro",Jee-woon Kim
8.4,Aksiyon ,"Ayumi Kinoshita, Kenji Ebisawa, Nao Nagasawa, Sanae Hitomi",Koichi Sakamoto
7.8,Aksiyon ,"Brendan Fraser, Elijah Wood, Norman Reedus, Paul Walker",Wayne Kramer
7.6,Aksiyon ,"Henry David, Lavi Zitner, Roy Nik, Yon Tumarkin",Yariv Horowitz
8.8,Aksiyon ,"Adam Brody, Jean-Claude Van Damme, Megan Boone, Rob Huebel",Rob Meltzer
8.3,Aksiyon ,"Elizabeth Olin, John Travolta, Milo Ventimiglia, Robert De Niro",Mark Steven Johnson
9.3,Aksiyon ,"Elizabeth Olsen, Josh Brolin, Samuel L. Jackson, Sharlto Copley",Spike Lee
8.2,Aksiyon ,"Adam Beach, Dominic Purcell, Gabriel Hogan, Michael Ironside",Sturla Gunnarsson
8.8,Aksiyon ,"Ekin Cheng, Renee Lee, Shawn Yue, Stephanie Che",Kelvin Tong
8.9,Aksiyon ,"Dante Basco, Eamonn Walker, Julian Sands, Michael Jai White",Ben Ramsey
